query,category,query_clean,category_encoded
I'm being charged a setup fee I was told was waived.,Billing Issue,im being charged a setup fee i was told was waived.,0
The billing cycle seems to have shifted without notification.,Billing Issue,the billing cycle seems to have shifted without notification.,0
The invoice doesn't match the terms of my contract.,Billing Issue,the invoice doesnt match the terms of my contract.,0
I paid via bank transfer but it hasn't been credited to my account.,Billing Issue,i paid via bank transfer but it hasnt been credited to my account.,0
Why am I being charged for a feature I didn't use?,Billing Issue,why am i being charged for a feature i didnt use?,0
"My payment was processed, but my account still shows an outstanding balance.",Billing Issue,my payment was processed but my account still shows an outstanding balance.,0
I'm disputing the late payment fee; I paid on time.,Billing Issue,im disputing the late payment fee i paid on time.,0
I need a detailed breakdown of the charges.,Billing Issue,i need a detailed breakdown of the charges.,0
I was charged for a trial period after it ended.,Billing Issue,i was charged for a trial period after it ended.,0
This month's billing is ridiculously high.,Billing Issue,this months billing is ridiculously high.,0
Can you explain the increase in monthly fees?,Billing Issue,can you explain the increase in monthly fees?,0
I've been overcharged for three consecutive months.,Billing Issue,ive been overcharged for three consecutive months.,0
"My payment method was updated, but the old card was still charged.",Billing Issue,my payment method was updated but the old card was still charged.,0
There's a mysterious extra charge on my invoice.,Billing Issue,theres a mysterious extra charge on my invoice.,0
The billing address on the invoice is wrong.,Billing Issue,the billing address on the invoice is wrong.,0
The currency on the invoice is incorrect.,Billing Issue,the currency on the invoice is incorrect.,0
I believe there's a billing error on my account.,Billing Issue,i believe theres a billing error on my account.,0
Could you please resend my invoice?,Billing Issue,could you please resend my invoice?,0
My subscription renewal should have been lower than this.,Billing Issue,my subscription renewal should have been lower than this.,0
I'm requesting a full refund for this service.,Billing Issue,im requesting a full refund for this service.,0
"I contacted support, but no one could resolve the billing issue.",Billing Issue,i contacted support but no one could resolve the billing issue.,0
The amount charged exceeds the agreed-upon price.,Billing Issue,the amount charged exceeds the agreedupon price.,0
"My invoice shows a partial payment, but I paid in full.",Billing Issue,my invoice shows a partial payment but i paid in full.,0
I need help understanding my monthly statement.,Billing Issue,i need help understanding my monthly statement.,0
I'm being billed for a service I never used.,Billing Issue,im being billed for a service i never used.,0
"The payment gateway showed an error, but my card was charged.",Billing Issue,the payment gateway showed an error but my card was charged.,0
This billing system is very confusing.,Billing Issue,this billing system is very confusing.,0
"I requested a pro-rated refund, but was given a full refund.",Billing Issue,i requested a prorated refund but was given a full refund.,0
This is unacceptable.  I'm being significantly overcharged.,Billing Issue,this is unacceptable. im being significantly overcharged.,0
"I paid the invoice, but it still shows as unpaid.",Billing Issue,i paid the invoice but it still shows as unpaid.,0
The invoice number is missing.,Billing Issue,the invoice number is missing.,0
I cannot access my invoice online.,Billing Issue,i cannot access my invoice online.,0
My previous payment hasn't been reflected on my account yet.,Billing Issue,my previous payment hasnt been reflected on my account yet.,0
The billing system is down.,Billing Issue,the billing system is down.,0
Can you adjust the billing cycle to match my preference?,Billing Issue,can you adjust the billing cycle to match my preference?,0
I'm experiencing recurring billing issues with your software.,Billing Issue,im experiencing recurring billing issues with your software.,0
The support team was unhelpful with my billing inquiry.,Billing Issue,the support team was unhelpful with my billing inquiry.,0
The invoice lacks crucial details for accounting purposes.,Billing Issue,the invoice lacks crucial details for accounting purposes.,0
I'm being double-billed for the same service.,Billing Issue,im being doublebilled for the same service.,0
There's a discrepancy in the tax amount on the invoice.,Billing Issue,theres a discrepancy in the tax amount on the invoice.,0
